common_name,scientific_name,set,power_color,power_category,power_text,predator,flocking,bonus_card,victory_points,nest_type,egg_capacity,wingspan,forest,grassland,wetland,invertebrate,seed,fish,fruit,rodent,nectar,any_food,food_cost_div,food_cost_mul,total_food_cost,anatomist,cartographer,historian,photographer,backyard_birder,bird_bander,bird_counter,bird_feeder,diet_specialist,enclosure_builder,falconer,fishery_manager,food_web_expert,forester,large_bird_specialist,nest_box_builder,omnivore_expert,passerine_specialist,platform_builder,prairie_manager,rodentologist,viticulturalist,wetland_scientist,wildlife_gardener
Blue Grosbeak,Passerina caerulea,core,Brown,Other,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",FALSE,FALSE,FALSE,4,Bowl,3,28,TRUE,TRUE,TRUE,1,2,0,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blue Jay,Cyanocitta cristata,core,Brown,Caching Food,Gain 1 [seed] from the birdfeeder (if available). You may cache it on this card.,FALSE,FALSE,FALSE,3,Bowl,2,41,TRUE,FALSE,FALSE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blue-Gray Gnatcatcher,Polioptila caerulea,core,Brown,Food from Supply,Gain 1 [invertebrate] from the supply.,FALSE,FALSE,FALSE,1,Bowl,3,15,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Blue-Winged Warbler,Vermivora cyanoptera,core,NA,NA,,FALSE,FALSE,FALSE,8,Bowl,2,20,TRUE,TRUE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Bluethroat,Luscinia svecica,european,Brown,Food-related,Choose a food type. All players gain 1 of that food from the supply.,FALSE,FALSE,FALSE,7,Ground,5,22,FALSE,TRUE,TRUE,1,1,0,1,0,0,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Blyth's Hornbill,Rhyticeros plicatus,oceania,White,NA,Discard all [egg] from 1 of your birds with a [cavity] nest. Tuck twice that many [card] from the deck behind this bird.,FALSE,TRUE,FALSE,7,Cavity,2,150,TRUE,FALSE,FALSE,0,0,0,3,0,0,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Bobolink,Dolichonyx oryzivorus,core,White,Egg-laying,Lay 1 [egg] on each of your birds with a [ground] nest.,FALSE,FALSE,FALSE,4,Ground,3,30,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Bonelli's Eagle,Aquila fasciata,european,White,Hunting and Fishing,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.",TRUE,FALSE,FALSE,8,Platform,1,160,TRUE,TRUE,TRUE,0,0,0,0,3,0,0,FALSE,TRUE,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Brant,Branta bernicla,swiftstart,White,NA,Draw the 3 face-up [card] in the bird tray.,FALSE,FALSE,FALSE,3,Ground,2,114,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Brewer's Blackbird,Euphagus cyanocephalus,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, also lay 1 [egg] on this bird.",FALSE,TRUE,FALSE,3,Bowl,3,41,FALSE,TRUE,FALSE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Broad-Winged Hawk,Buteo platypterus,swiftstart,Brown,NA,"Roll all dice not in birdfeeder. If any are a [rodent], gain 1 [rodent] and cache it on this card.",TRUE,FALSE,FALSE,4,Platform,2,85,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Brolga,Antigone rubicunda,oceania,Brown,Other,Choose 1 other player. They lay 1 [egg]; you draw 2 [card].,FALSE,FALSE,FALSE,6,Ground,2,215,FALSE,FALSE,TRUE,1,1,0,0,0,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bronzed Cowbird,Molothrus aeneus,core,Pink,Egg-laying,"When another player takes the ""lay eggs"" action, this bird lays 1 [egg] on another bird with a [bowl] nest.",FALSE,FALSE,FALSE,5,NA,0,36,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brown Falcon,Falco berigora,oceania,Brown,Hunting and Fishing,"Look at a [card] from the deck. If its food cost includes an [invertebrate] or a [rodent], tuck it behind this bird. If not, discard it.",TRUE,FALSE,FALSE,5,Platform,2,102,TRUE,TRUE,TRUE,1,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Brown Pelican,Pelecanus occidentalis,core,White,Food from Supply,Gain 3 [fish] from the supply.,FALSE,FALSE,FALSE,4,Platform,2,201,FALSE,FALSE,TRUE,0,0,2,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Brown-Headed Cowbird,Molothrus ater,core,Pink,Egg-laying,"When another player takes the ""lay eggs"" action, this bird lays 1 [egg] on another bird with a [bowl] nest.",FALSE,FALSE,FALSE,3,NA,0,30,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Budgerigar,Melopsittacus undulatus,oceania,Brown,Card-drawing,Tuck the smallest bird in the tray behind this bird.,FALSE,TRUE,FALSE,0,Cavity,3,30,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullfinch,Pyrrhula pyrrhula,european,Brown,Food-related,"Reset the birdfeeder. If you do, gain 1 [seed] or [fruit] from the birdfeeder after resetting.",FALSE,FALSE,FALSE,3,Bowl,4,24,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Burrowing Owl,Athene cunicularia,core,Brown,Hunting/Fishing,"Roll all dice not in birdfeeder. If any are [rodent], gain 1 [rodent] and cache it on this card.",TRUE,FALSE,FALSE,5,Wild,4,53,FALSE,TRUE,FALSE,1,0,0,0,1,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Bushtit,Psaltriparus minimus,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, also lay 1 [egg] on this bird.",FALSE,TRUE,FALSE,2,Wild,5,15,TRUE,TRUE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
California Condor,Gymnogyps californianus,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,1,Ground,1,277,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
California Quail,Callipepla californica,core,Brown,Egg-laying,Lay 1 [egg] on this bird.,FALSE,FALSE,FALSE,3,Ground,6,36,TRUE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Canada Goose,Branta canadensis,core,Brown,Flocking,Discard 1 [seed] to tuck 2 [card] from the deck behind this bird.,FALSE,TRUE,FALSE,3,Ground,3,132,FALSE,TRUE,TRUE,0,2,0,0,0,0,0,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Canvasback,Aythya valisineria,swiftstart,Brown,NA,All players draw 1 [card] from the deck.,FALSE,FALSE,FALSE,4,Wild,4,82,FALSE,FALSE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Carolina Chickadee,Poecile carolinensis,core,Brown,Caching Food,Gain 1 [seed] from the supply and cache it on this card.,FALSE,FALSE,FALSE,2,Cavity,3,20,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Carolina Wren,Thryothorus ludovicianus,core,White,Card-drawing,Draw 2 [card].,FALSE,FALSE,FALSE,1,Cavity,5,20,TRUE,FALSE,FALSE,1,0,0,1,0,0,0,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Carrion Crow,Corvus corone,european,Teal,Food-related,Choose any 1 player (including yourself). Cache 1 [rodent] from the supply on this bird for each [predator] that player has.,FALSE,FALSE,FALSE,3,Platform,2,92,FALSE,TRUE,TRUE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Cassin's Finch,Haemorhous cassinii,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,4,Bowl,3,30,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Cassin's Sparrow,Peucaea cassinii,core,Brown,Egg-laying,Lay 1 [egg] on any bird.,FALSE,FALSE,FALSE,3,Ground,2,20,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Cedar Waxwing,Bombycilla cedrorum,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, gain 1 [fruit] from the supply.",FALSE,TRUE,FALSE,3,Bowl,3,25,TRUE,TRUE,FALSE,0,0,0,2,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Cerulean Warbler,Setophaga cerulea,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,4,Bowl,2,20,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Cetti's Warbler,Cettia cetti,european,Teal,Other,"This bird counts double toward the end-of-round goal, if it qualifies for the goal.",FALSE,FALSE,FALSE,4,Bowl,3,17,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Chestnut-Collared Longspur,Calcarius ornatus,core,White,Other,Draw 2 new bonus cards and keep 1.,FALSE,FALSE,TRUE,5,Ground,4,25,FALSE,TRUE,FALSE,1,2,0,0,0,0,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Chihuahuan Raven,Corvus cryptoleucus,core,Brown,Food from Supply,Discard 1 [egg] from any of your other birds to gain 2 [wild] from the supply.,FALSE,FALSE,FALSE,4,Platform,3,112,FALSE,TRUE,FALSE,0,0,0,0,1,0,2,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Chimney Swift,Chaetura pelagica,core,Brown,Other,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",FALSE,FALSE,FALSE,3,Wild,2,36,TRUE,TRUE,TRUE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Chipping Sparrow,Spizella passerina,core,Brown,Egg-laying,Lay 1 [egg] on any bird.,FALSE,FALSE,FALSE,1,Bowl,3,23,TRUE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Clark's Grebe,Aechmophorus clarkii,core,Brown,Card-drawing,"Draw 1 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",FALSE,FALSE,FALSE,5,Wild,2,61,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Clark's Nutcracker,Nucifraga columbiana,core,Brown,Caching Food,Gain 1 [seed] from the birdfeeder (if available). You may cache it on this card.,FALSE,FALSE,FALSE,5,Platform,2,61,TRUE,FALSE,FALSE,0,2,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Coal Tit,Periparus ater,european,Brown,Food-related,"Gain 1 [seed] from the supply and cache it on this card. At any time, you may spend [seed] cached on this card.",FALSE,FALSE,FALSE,2,Cavity,6,16,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cockatiel,Nymphicus hollandicus,oceania,Brown,Hunting and Fishing,Discard 1 [seed] to choose a [card] from the tray and tuck it behind this bird.,FALSE,TRUE,FALSE,2,Cavity,5,32,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Blackbird,Turdus merula,european,White,Other,"Place this bird sideways, so that it covers 2 [forest] spaces. Pay the lower egg cost.",FALSE,FALSE,FALSE,4,Bowl,5,36,TRUE,FALSE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Common Buzzard,Buteo buteo,european,White,Hunting and fishing,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",TRUE,FALSE,FALSE,4,Platform,2,123,TRUE,TRUE,TRUE,0,0,0,0,1,0,0,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Common Chaffinch,Fringilla coelebs,european,Brown,Flocking,Choose 1-5 birds in this habitat. Tuck 1 [card] from your hand behind each.,FALSE,TRUE,FALSE,4,Bowl,2,23,TRUE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Common Chiffchaff,Phylloscopus collybita,european,Brown,Flocking,Choose 1-5 birds in this habitat. Tuck 1 [card] from your hand behind each.,FALSE,TRUE,FALSE,3,Ground,3,20,TRUE,FALSE,TRUE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Common Cuckoo,Cuculus canorus,european,Pink,Egg-laying,"When another player takes the ""lay eggs"" action, this bird lays 1 [egg] on another bird with a [bowl] or [ground] nest.",FALSE,FALSE,FALSE,4,NA,0,57,TRUE,TRUE,FALSE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Goldeneye,Bucephala clangula,european,Teal,Egg-laying,Lay 1 [egg] on this bird for each other bird with a [cavity] nest that you have.,FALSE,FALSE,FALSE,2,Cavity,4,73,TRUE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Grackle,Quiscalus quiscula,core,Brown,Flocking,"Tuck a [card] from your hand behind this bird. If you do, also lay 1 [egg] on this bird.",FALSE,TRUE,FALSE,3,Bowl,3,43,TRUE,TRUE,TRUE,0,1,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Common Kingfisher,Alcedo atthis,european,Brown,Food-related,Steal 1 [fish] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,FALSE,FALSE,FALSE,4,Wild,5,26,FALSE,FALSE,TRUE,1,0,2,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Common Little Bittern,Ixobrychus minutus,european,Brown,Card-drawing,Gain 1 face-up [card] that can live in [grassland].,FALSE,FALSE,FALSE,2,Platform,3,49,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Common Loon,Gavia immer,core,Brown,Card-drawing,Player(s) with the fewest [wetland] birds: draw 1 [card].,FALSE,FALSE,FALSE,6,Ground,1,117,FALSE,FALSE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Common Merganser,Mergus merganser,core,Brown,Hunting/Fishing,"Roll all dice not in birdfeeder. If any are [fish], gain 1 [fish] and cache it on this card.",TRUE,FALSE,FALSE,5,Cavity,4,86,FALSE,FALSE,TRUE,0,0,1,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Common Moorhen,Gallinula chloropus,european,Brown,Other,"Discard 1 [wild] from your supply. If you do, play another bird in your [wetland]. Pay its normal food and egg cost.",FALSE,FALSE,FALSE,3,Wild,6,53,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Common Nighthawk,Chordeiles minor,core,Brown,Other,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",FALSE,FALSE,FALSE,3,Ground,2,56,TRUE,TRUE,TRUE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Nightingale,Luscinia megarhynchos,european,Brown,Food-related,Choose a food type. All players gain 1 of that food from the supply.,FALSE,FALSE,FALSE,3,Bowl,4,23,TRUE,TRUE,TRUE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Common Raven,Corvus corax,core,Brown,Food from Supply,Discard 1 [egg] from any of your other birds to gain 2 [wild] from the supply.,FALSE,FALSE,FALSE,5,Platform,2,135,TRUE,TRUE,TRUE,0,0,0,0,1,0,2,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
